id,category1,category2,category3,category4,category5,tags,post_title,post_image,post_date,post_modified,post_status,post_content,post_excerpt,address1,address2,city,state,zip,contact,email,website,twitter,facebook,timing,alive_dates,special_offer,organizer_desc,print_desc,st_date,st_time,end_date,end_time,organizer_name,presented_by,venue,benefits,reg_desc,phone
42770,"Rallies &amp; Events","","","","","Northeast","COPS Ride","","2013-05-13 19:23:42","2013-05-13 19:23:42","publish","The Maryland Chapter of Concerns Of Police Survivors (COPS) hosts their annual ride from Battley Cycles. Registration is at the dealership 9–10 am with the ride departing at 10 am for Prince George's County. For more information visit www.mdcops.org.","","7830 Airpark Rd","","Gaithersburg","MD","20879","","mikie@atlanticbb.net","http://www.mdcops.org","","http://www.facebook.com/battleycycles","","360","","","The Maryland Chapter of Concerns Of Police Survivors (COPS) hosts their annual ride from Battley Cycles. Registration is at the dealership 9–10 am with the ride departing at 10 am for Prince George's County.","2013-06-09","9 am","2013-06-09","4 pm","John Hardison","COPS Foundation","Battley Harley-Davidson","Concerns of Police Survivors","","301.948.4581"
42771,"Rallies &amp; Events","","","","","","July Parking Lot Party/Open House","","2013-05-13 19:20:07","2013-05-13 19:20:07","publish","Fun in the sun at Barger H-D! Barbecue, band, vendors, check out our website for more details!","","22107 Sherman Way","","Canoga Park","CA","91303","","bargerhd1@gmail.com","http://www.bargerharley-davidson.com","","","","360","","","Fun in the sun at Barger H-D! Barbecue, band, vendors, check out our website for more details!","2013-07-20","12 pm","2013-07-20","3 pm","","Barger Harley-Davidson","Barger Harley-Davidson","","","818.999.3355"
42772,"Rallies &amp; Events","","","","","","August Open House","","2013-05-13 19:18:41","2013-05-13 19:18:41","publish","Cool off at Barger Harley-Davidson. Check our website for more details www.bargerharley-davidson.com","","22107 Sherman Way","","Canoga Park","CA","91303","","bargerhd1@gmail.com","http://www.bargerharley-davidson.com","","","","360","","","Cool off at Barger Harley-Davidson","2013-08-17","12 pm","2013-08-17","3 pm","","Barger Harley-Davidson","Barger Harley-Davidson","","","818.999.3355"
42773,"Rallies &amp; Events","","","","","","Ride for Recovery","http://calendar.thunderpress.net/wp-content/uploads/2013/05/event-photo-ride-1368120039.jpg","2013-05-13 19:17:10","2013-05-13 19:17:10","publish","","","823 N. Oak Avenue","","Fillmore","CA","93015","","chris.ferguson@teenchallenge.org","http://www.spiritoffreedomonline.org/ride-for-recovery","","","","360","","","","2013-09-14","11 am","2013-09-14","4 pm","Chris Ferguson","Teen Challenge of Southern California","Kenny Grove Park","Teen Challenge of Southern California","","951.682.8990"
42775,"Rallies &amp; Events","","","","","","Rhema Biker Service","","2013-05-13 18:54:46","2013-05-13 18:54:46","publish","Rhema Biker Church service during Hollister biker rally. Guest speakers are Pastor Lupe Gomez, Cross MC; Chaplain Dave Bates, BFC; Pastor Hector Garcia, Rhema Ministries; live music by Rhema Blues Band.","","521 Monterrey St.","","Hollister","CA","95023","","crosspurposesmotc@yahoo.com","","","","","360","","","Rhema Biker Church service during Hollister biker rally. Guest speakers are Pastor Lupe Gomez, Cross MC; Chaplain Dave Bates, BFC; Pastor Hector Garcia, Rhema Minitries; live music by Rhema Blues Band.","2013-07-06","5 pm","2013-07-06","7 pm","Rhema Minitries","Rhema Ministries ","United Methodist Church","","",""
42776,"Rallies &amp; Events","","","","","","Pancake Breakfast ","","2013-05-13 18:49:39","2013-05-13 18:49:39","publish","All you can eat pancake breakfast during the Hollister Biker rally.$12/adults and $6/children.  Serving all you can eat pancakes, scrambled eggs, sausage patties, orange juice and coffee.","","521 Monterrey St.","","Hollister","CA","95023","","humcpastor@sbcglobal.net","","","","","360","","","All you can eat pancake breakfast during the Hollister Biker rally. Serving all you can eat pancakes, scrambled eggs, sausage patties, orange juice and coffee.","2013-07-06","8 am","2013-07-07","12 pm","Chuck","United Methodist Church","United Methodist Church","United Methodist Church and local outreaches","$12/adults, $6/children.",""
42777,"Rallies &amp; Events","","","","","Northwest","POW/MIA Awareness Rally","","2013-05-13 18:45:09","2013-05-13 18:45:09","publish","Gates open Friday, July 26, 2013 with over 40 vendors and exhibits, food, drinks, live entertainment, tattoo contest, arm wrestling, fun run, Signature Motorcycle Rodeo, bike drags and mud drags, loudest pipes contest, show and shine contest, over $7,000 in prize money. Saturday, Tribute Ceremony at noon, featuring former POW Lt Colonel Gray and P-51 Fly By. Saturday night concert featuring Snake Bones and American Hit Men. Kids bike rodeo on Sunday. Kids corner with supervised entertainment for children throughout event. On-site RV and tent camping with showers, other lodging, contest sign ups information at www.powmiarodeo.org.","","10588 Ifft Road","","Pocatello","ID","83205","","blaaack208@gmail.com","http://www.powmiarodeo.org","","https://www.facebook.com/POWMIA.Awareness.Rally?ref=ts&fref=ts","","360","","","Over 40 vendors and exhibits, food, drinks, live entertainment, tattoo contest, arm wrestling, fun run, Signature Motorcycle Rodeo, bike drags and mud drags, loudest pipes contest, show and shine contest, over $7,000 in prize money. Saturday, Tribute Ceremony at noon, featuring former POW Lt Colonel Gray and P-51 Fly By. Saturday night concert featuring Snake Bones and American Hit Men. Kids bike rodeo on Sunday. Kids corner with supervised entertainment for children throughout event. On-site RV and tent camping with showers, other lodging, contest sign ups information at www.powmiarodeo.org.","2013-07-26","12 AM","2013-07-28","12 AM","Jim","POW*MIA Awareness Rally Corp","SE Idaho Fairgrounds","Veterans","","208.226.6559"
42778,"Rallies &amp; Events","","","","","Rockies","26th Annual DAV Fun Run","","2013-05-13 18:29:07","2013-05-13 18:29:07","publish","Mystery poker run with barbecue lunch included. $25/rider, $10/passenger. Open to all vehicles. More info can be found at http://www.highcountryfrederick.com/default.asp?page=xcalendar.A Harley's Heroes registered event.","","3761 Monarch St","","Frederick","CO","80516","","highcountryhog422@gmail.com","http://www.highcountryfrederick.com/default.asp?page=xcalendar","","https://www.facebook.com/DAVFunRun?ref=hl","","360","","","Mystery poker run with barbecue lunch included. Open to all vehicles. A Harley's Heroes registered event.","2013-06-29","8:30 am","2013-06-29","3 pm","High Country H.O.G. #422","High Country H.O.G. #422","High Country Harley-Davidson","Disabled American Veterans, Chapter 16","$25/rider, $10/passenger.","303.833.6777"
42781,"Rallies &amp; Events","","","","","Northwest","24th Annual ABATE of North Idaho Spring Opener","","2013-05-11 12:37:42","2013-05-11 12:37:42","publish","Come party with us and have a good time, 21 and over, no pets, bike show, bike rodeo, live music, food, retail, tattoo and entertainment vendors. Advanced tickets on sale now, $20/MRO members, $25/non-members or at the gate $30/MRO members, $35/non-members. Contact James at 208.816.9449 or Big Dave at 208.827.0393. Let’s have some fun!","","4510 Highway 6","","Harvard","ID","","","dallas88880@gmail.com","","","","","360","","","Come party with us and have a good time, 21 and over, no pets, bike show, bike rodeo, live music, food, retail, tattoo and entertainment vendors. Let’s have some fun!","2013-06-07","5 am","2013-06-09","10 pm","ABATE of North Idaho","ABATE of North Idaho","Pines RV Park ","","Advanced tickets on sale now, $20/MRO members, $25/non-members or at the gate $30/MRO members, $35/non-members.","208.816.9449"
42782,"Rallies &amp; Events","","","","","South","Peterson's Harley-Davidson's Key West Poker Run","http://calendar.thunderpress.net/wp-content/uploads/2013/05/poker2013575-1368209737.jpg","2013-05-11 12:29:26","2013-05-11 12:29:26","publish","Forty years ago, Phil Peterson came up with the idea of a poker run to boost the motorcycle business, and the Key West tourist trade during the slow September season. What started with 46 riders has grown to become South Florida's biggest motorcycle party weekend of the year. Today, more than 10,000 riders from all over the U.S. enjoy this event. They rumble from Miami to Key West.","","Duval Street, Key West","","","","","","jessical@petersonsharley.com","http://www.petersonsharley.com","","","","360","","","<p> </p><p class=""MsoNormal""><span style=""font-size: 10.0pt; font-family: 'Verdana','sans-serif'; mso-bidi-font-family: Arial;"">Forty years ago, Phil Peterson came up with the idea of a poker run to boost the motorcycle business, and the Key West tourist trade during the slow September season. What started with 46 riders has grown to become South Florida's biggest motorcycle party weekend of the year. Today, more than 10,000 riders from all over the U.S. enjoy this event. They rumble from Miami to Key West.</span></p>","2013-09-20","8:00am","2013-09-22","11:00pm","","","Key West","","Register online or in store.","305.235.4023"
42784,"Rallies &amp; Events","","","","","","18th Annual Summer Run","","2013-05-11 12:25:27","2013-05-11 12:27:04","publish","Donation includes five-stop hand/high and low, fourth stop rider reward ticket, barbecue meal, live band. Door prizes and 50/50.Vendors welcome, no fee, contact Frank.","","8300 Prunedale North Road","","Prunedale","CA","","","fmasoni@yahoo.com","","","https://www.facebook.com/PatriotsMC?ref=ts&fref=ts","","360","","","Donation includes five-stop hand/high and low, fourth stop rider reward ticket, barbecue meal, live band. Door prizes and 50/50.Vendors welcome, no fee, contact Frank.","2013-08-10","10 am","2013-08-10","7 pm","Frank","Patriots MC","American Legion Post #593","25th Annual Palo Alto Veterans Hospital Event"," $15/person.","831.636.5956"
42785,"Rallies &amp; Events","","","","","","The Fryed Brothers Band on the Eel River","","2013-05-11 12:07:20","2013-05-11 12:07:20","publish","Ride the 162 from Highway 101 to where the pavement ends and the Eel and Black Butte Rivers meet. Camp at the event site, swim in any  number of great swimming holes and then rock out under the stars to The Fryed Brothers Band with local swamp rockers, The Kent Stevenson Band. Country store, beer, ice, mesquite grill and other food on site. Full hookup RV sites available on a limited pre-reservation basis. Tent camping space available.","","34985 Etsel Ridge Rd","","Covelo","CA","95428","","tom@blackbutteriverranch.com","http://blackbutteriverranch.com","","","","360","","","Ride the 162 from Highway 101 to where the pavement ends and the Eel and Black Butte Rivers meet. Camp at the event site, swim in any  number of great swimming holes and then rock out under the stars to The Fryed Brothers Band with local swamp rockers, The Kent Stevenson Band. Country store, beer, ice, mesquite grill and other food on site. Full hookup RV sites available on a limited pre-reservation basis. Tent camping space available.","2013-08-10","8 pm","2013-08-11","2 am","The Black Butte River Ranch","Pavement End Productions","The Black Butte River Ranch","","","707.983.9438"
42787,"Rallies &amp; Events","","","","","","North Lake Tahoe Biltmore's Bike Bash for Cash and Rod Run","","2013-05-11 12:04:31","2013-05-11 12:04:31","publish","Full rod run and motorcycle show open to all years and makes of vehicles. $1,500 in cash awarded, discount rooms, food, and drinks, 25 trophies, run pins, dash plaques, event shirts.","","Highway 28","","Crystal Bay","NV","89402","","p_targo@yahoo.com","http://www.goodsamsaferide.com","","","","360","","","Full rod run and motorcycle show open to all years and makes of vehicles. $1,500 in cash awarded, discount rooms, food, and drinks, 25 trophies, run pins, dash plaques, event shirts. ","2013-06-07","10 am","2013-06-09","8 pm","Tom Argo","Intl' Good Sams Safe Ride","North Lake Tahoe Biltmore Hotel and Casino","International Good Samaritans","","530.541.7300"
42788,"Rallies &amp; Events","","","","","","Rolling Chrome/Tahoe Thunder Motorcycle and Car show","","2013-05-11 12:00:38","2013-05-11 12:00:38","publish","Full car, truck and motorcycle show with fireworks, poker run, meal deals, free drinks, discount shopping, secure parking, discount rooms.","","1001 Heavenly Village Way","","South Lake Tahoe","CA","96150","","p_targo@yahoo.com","http://www.goodsamsaferide.com","","","","360","","","Full car, truck and motorcycle show with fireworks, poker run, meal deals, free drinks, discount shopping, secure parking, discount rooms.","2013-07-04","10 am","2013-07-07","8pm","Tom Argo","Intl' Good Sams Safe Ride","Heavenly Village Shopping Center and Gondola on Highway 50","International Good Samaritans","","530.541.7300"
42789,"Rallies &amp; Events","","","","","","28th Annual Cool September Days Car, Truck and MC Show","","2013-05-11 11:56:00","2013-05-11 11:56:00","publish","Open to all years and makes of vehicles, discount shopping, rooms, meal deals, free drinks, poker run, music, $40 show package, secure parking.","","1001 Heavenly Village Way","","South Lake Tahoe","CA","96150","","p_targo@yahoo.com","http://www.goodsamsaferide.com","","","","360","","","Open to all years and makes of vehicles, discount shopping, rooms, meal deals, free drinks, poker run, music, secure parking.","2013-09-13","10 am","2013-09-15","8 pm","Tom Argo","Intl' Good Sams Safe Ride","Heavenly Village shopping center and Gondola on Hyway 50","International Good Samaritans","$40 show package.","530.541.7300"
42790,"Rallies &amp; Events","","","","","","Run for the North Tahoe Fall Colors","","2013-05-11 11:51:26","2013-05-11 11:51:26","publish","A car, truck and motorcycle show that features a poker run to enjoy the Tahoe Fall colors. $1,500 in cash awarded. $50 show package includes shirt, meals drinks, discount rooms slot tourney, poker run and MC games for cash and prizes.","","Highway 28","","Crystal Bay","NV","89402","","p_targo@yahoo.com","http://www.goodsamsaferide.com","","","","360","","","A car, truck and motorcycle show that features a poker run to enjoy the Tahoe Fall colors. $1,500 in cash awarded. Show package includes shirt, meals drinks, discount rooms slot tourney, poker run and MC games for cash and prizes.","2013-10-04","10 am","2013-10-06","8 pm","Tom Argo","Intl' Good Sams Safe Ride","North Lake Tahoe Biltmore Hotel and Casino","International Good Samaritans","$50/person.","530.541.7300"
42792,"Rallies &amp; Events","","","","","Midwest","5th Annual Have A Heart Motorcycle Ride","","2013-05-11 11:39:36","2013-05-11 11:39:36","publish","Benefits Cardiovascular Center at the Medical College of Wisconsin. The event includes a light breakfast,70-mile-plus ride,commemorative pin, live music and more at the post party at Suburban Motors H-D. On-line pre-registration: $25/rider,$20/passenger. Sign in 8-9am. Harley-Davidson Powertrain Operations, W156 N9000 Pilgrim Rd, Menomonee Falls, WI  www.mcw.edu/haveaheart","","W156 N9000 Pilgrim Road","","Menomonee Falls","WI","53051","","mfuller@mcw.edu","http://www.mcw.edu/cvc/partnersevents/HaveaHeartMotorcycleRide.htm","","","","360","",""," The event includes a light breakfast,70-mile-plus ride,commemorative pin, live music and more at the post party at Suburban Motors H-D.","2013-06-08","9 am","2013-06-08","4 pm","Mary","","Harley-Davidson Powertrain Operations","Cardiovascular Center at the Medical College of Wisconsin","Register online, $25/rider,$20/passenger.","414.955.5828"
42793,"Rallies &amp; Events","","","","","","Black Sheep Downed Biker Poker Run &amp; Rally","http://calendar.thunderpress.net/wp-content/uploads/2013/05/2013DownedBikerRun&amp;Rally-1368292566.jpg","2013-05-11 11:37:01","2013-05-11 11:37:01","publish","Register now online for our Downed Biker Run and Rally. The poker run starts at multiple Harley-Davidson dealers all around So Cal. and ends at Historic Town Center Park in San Juan Capistrano. Great music, lots of vendors, and the best raffle prizes in town. Don't miss it.Register online at https://www.blacksheephdfc.org/store/ $25/rider, $10/passenger or the day of the event at your local participating dealership in Ventura, Los Angeles, Orange, Riverside, San Bernardino, and San Diego counties.Our most significant fundraising effort of the year, net proceeds go to our established fund intended to assist H.O.G. members who become hospitalized as a result of their accident. For more information or if you have any questions please email info@blacksheepHDFC.org ","","31806 El Camino Real","","San Juan Capistrano","CA","92675","","info@blacksheephdfc.org","https://www.blacksheephdfc.org/store","","https://www.facebook.com/events/575232515837854/","","360","","","The poker run starts at multiple Harley-Davidson dealers all around So Cal. and ends at Historic Town Center Park in San Juan Capistrano. Great music, lots of vendors, and the best raffle prizes in town. Don't miss it. Our most significant fundraising effort of the year, net proceeds go to our established fund intended to assist H.O.G. members who become hospitalized as a result of their accident.","2013-08-25","9 am","2013-08-25","4 pm","Skippy","Black Sheep HDFC","Historic Town Center Park in San Juan Capistrano.","Downed H.O.G. Members","Register online, $25/rider, $10/passenger.","951.677.1407"
42795,"Rallies &amp; Events","","","","","","4th Annual Hooters N Harleys Part 2","","2013-05-11 11:33:28","2013-05-11 11:33:28","publish","Two chances to win a brand new Harley-Davidson motorcycle for just $5 plus food, beverages and beautiful service.","","6099 Redwood Dr.","","Rohnert Park","CA","","","summerrun@rechog.org","http://www.rechog.org","","","","360","","","Two chances to win a brand new Harley-Davidson motorcycle for just $5 plus food, beverages and beautiful service.","2013-06-23","11 am","2013-06-23","3 pm","Pat Pine","Redwood Empire Chapter H.O.G.","Hooters","Council on Aging, Meals on Wheels Program","",""
42816,"Rallies &amp; Events","","","","","Northeast","2nd Annual Biker's Hope For Cure Tour & BBQ","http://calendar.thunderpress.net/wp-content/uploads/2013/05/1-1368316471.JPG","2013-05-13 18:10:30","2013-05-13 18:10:30","publish","Rain or shine, DJ music, raffle prizes, art on display made by PFC Young Child Artists.$25/riders, $15/passenger, $15/non-rider for barbecue only.","","8 Industrial Lane","","New Rochelle","NY","","","paint4cure@verizon.net","http://www.paintingforcure.org","","https://www.facebook.com/paintingforcure?ref=ts&fref=ts","","360","","","Rain or shine, DJ music, raffle prizes, art on display made by PFC Young Child Artists.","2013-06-02","10 am","2013-06-02","4 pm","Eddie Blascovich","Painting For Cure Foundation","Empire Harley-Davidson","Painting For Cure","$25/riders, $15/passenger, $15/non-rider for barbecue only.","917.709.6048"
42819,"Rallies &amp; Events","","","","","","11th Annual memorial BBQ","","2013-05-13 18:03:51","2013-05-13 23:56:07","publish","18 and over adult entertainment,wet T-shirt contest, live band, pulled pork barbecue, vendors.","","13906 Clay East Road","","Herald","CA","95638","","socmcgalt1@gmail.com","http://www.socmc.com      ","","","","360","","","18 and over adult entertainment,wet T-shirt contest, live band, pulled pork barbecue, vendors.","2013-06-22","11 am","2013-06-22","5 pm","Sons of California MC Galt President Mike","Sons of California MC Galt Chapter","","Strong as Steele Cancer Foundation","$20 donation.","530.334.3739"
42820,"Rallies &amp; Events","","","","","Northwest","Ben's 13th Annual Poker Run and Pig Roast","","2013-05-13 17:55:10","2013-05-13 17:55:10","publish","Weekend includes camping, live music with Fire Creek on Friday and Sara Brown Band and dinner on Saturday, must be 21, no dogs, no drugs, no guns. $30/person. Poker run Saturday at 10 am, $5/hand.","","Highway 21","13 miles north of junction with Highway 20","Malo","WA","","","beaglebiker@telus.net","","","","","360","","","Weekend includes camping, live music with Fire Creek on Friday and Sara Brown Band and dinner on Saturday, must be 21, no dogs, no drugs, no guns. Poker run Saturday at 10 am, $5/hand.","2013-08-23","11 am","2013-08-25","11 am","Ben ","Ben Stotts","Sleepy Hollow Ranch","","$30/person.","509.779.4658 or 406.295.5845"
42823,"Rallies &amp; Events","","","","","","9th annual pack run","","2013-05-13 17:34:18","2013-05-13 17:34:18","publish","Registration 8:30–10 am, KSU 10:30 am, lunch at 1 pm, music, raffle, and a great time for a $20 donation. We recommend wearing a DOT helmet.","","5911 Mowry Ave.","","Newark","CA","","","grizzly@saintsandsinners-mc.com","","","","","360","","","Registration 8:30–10 am, KSU 10:30 am, lunch at 1 pm, music, raffle, and a great time. We recommend wearing a DOT helmet.","2013-08-03","8:30 am","2013-08-03","4:30 pm","Grizzly","Saints & Sinners MC Fremont","Swiss Park","","$20 donation.",""
42824,"Rallies &amp; Events","","","","","","San Jose Top Hatters Pack Run &amp; Spaghetti Feed","","2013-05-13 17:29:45","2013-05-13 17:29:45","publish","Pack run followed by spaghetti feed and garlic bread.  $10. Sign-ins from 9–11 am.","","240 N. Montgomery St.","","San Jose","CA","95110","","info@thmcsv.com","http://www.thmcsv.com","","","","360","","","Pack run followed by spaghetti feed and garlic bread. $10. Sign-ins from 9–11 am.","2013-07-27","9 am","2013-07-27","4 pm","Rick","San Jose Top Hatters MC","San Jose Top Hatters Clubhouse","","","408.313.0550"
42827,"Rallies &amp; Events","","","","","","Red Nation MC 10th Anniversary","","2013-05-13 17:26:11","2013-05-13 17:26:11","publish","Celebrating our 10th year of taken care of business in the Bay Area. Poker run, bike games, door prize, raffles, music and food. Come party, ride and celebrate our 10th anniversary.","","2525 West Winton Ave. Hayward, CA 94545","","","","","","contact@rednationmc.com","http://rednationmc.com","","","","360","","","Celebrating our 10th year of taken care of business in the Bay Area. Poker run, bike games, door prize, raffles, music and food. Come party, ride and celebrate our 10th anniversary.","2013-08-10","9 am","2013-08-10","5 pm","Big D","Red Nation MC","Clubhouse","","","510.265.1053"
42828,"Rallies &amp; Events","","","","","","Jus Brothers MC Stanislaus Hot August Night Out","http://calendar.thunderpress.net/wp-content/uploads/2013/05/brosrun-1368402155.jpg","2013-05-13 17:24:08","2013-06-28 15:31:10","publish","Jus Brothers MC Stanislaus invites you to our clubhouse for a night of live music, barbecue dinner, bikes and good times. Raffle prizes. All riders welcome, 21 and over.","","1417 Angie Ave","","Modesto","CA","95351","","JusBrothersStanislaus@yahoo.com","","","","","360","","","Live music, barbecue dinner, bikes and good times. Raffle prizes. All riders welcome, 21 and over.","2013-08-24","7 pm","2013-08-24","12 am","10.2 Crew","Jus Brothers MC Stanislaus","JBMC Stanislaus Clubhouse","","","209.602.0670"
42830,"Rallies &amp; Events","","","","","Northeast","10th Annual AMA Dice Run for Charity","","2013-05-13 17:22:21","2013-05-13 17:22:21","publish","Enjoy a scenic 100 mile ride of beautiful country back roads with a few dice rolling stops along the way. AMA sanctioned, huge barbecue on the Majestic Hudson River at the Haverstraw Elks Lodge with live music and lots of sunshine fun all to benefit United Hospice of Rockland.","","39 Rte 9w","","Haverstraw","NY","10927","","loubabcock2001@aol.com","http://www.secondgenerationma.org","","https://www.facebook.com/#!/pages/Second-Generation-Motorcycle-Association/136517243043229","","360","","","Enjoy a scenic 100 mile ride of beautiful country back roads with a few dice rolling stops along the way. AMA sanctioned, huge barbecue on the Majestic Hudson River at the Haverstraw Elks Lodge with live music and lots of sunshine fun.","2013-07-28","9:30 am","2013-07-28","6 pm","","","","United Hospice of Rockland","",""
42833,"Rallies &amp; Events","","","","","Midwest","8th Annual Cruise for a Cure","","2013-05-13 17:19:04","2013-05-13 17:19:04","publish","Century Harley-Davidson is hosting a ride and event to benefit The Cleveland Clinic Taussig Cancer Institute. The ride will be Saturday, June 29 starting with registration 9–10 am.  ""Scoot and Shoot"" on scenic backroads and test your aim with dart throwing, golf and paint ball to win prizes! Back at Century the afternoon enjoy live music, food, raffles and more. This is the 8th year of a great event that donates 100% of the proceeds to benefit cancer care at The Cleveland Clinic.Cost: $15/person includes lunch and chances to win prizes. $10/person for lunch only attendees. Raffle tickets will be sold at the event.","","3053 Eastpointe Drive","","Medina","OH","44256","","info@centuryhd.com","http://www.centuryhd.com","http://twitter.com/CenturyHarley","http://facebook.com/centuryhd","","360","",""," ""Scoot and Shoot"" on scenic backroads and test your aim with dart throwing, golf and paint ball to win prizes! Back at Century the afternoon enjoy live music, food, raffles and more. Registration fee includes lunch and chances to win prizes. Raffle tickets will be sold at the event. ","2013-06-29","9 am","2013-06-29","4 pm","Century Harley-Davidson","Century Harley-Davidson","Century Harley-Davidson","The Cleveland Clinic Taussig Cancer Institute","$15/person for ride, $10/person for lunch only attendees. ","330.721.1702"
42834,"Rallies &amp; Events","","","","","Midwest","Easyriders Bike Show ","","2013-05-13 17:13:25","2013-05-13 17:13:25","publish","Easyriders Saloon, Sturgis’ top destination during the annual motorcycle rally and your free ride for top shows, with Easyriders Events, is proud to announce it will be hosting the Easyriders Bike Show on August 6 during the 2013 Sturgis Motorcycle Rally.Contestants are invited to enter the show for a chance at having their bike featured in one of the Easyriders magazines, and to meet the editors, win trophies and more. Additionally, the best-of-show bikes will be invited to the invitational show in Columbus, Ohio, in 2014.Judges include editors from Easyriders, Wrench, Road Iron, In The Wind and V-Twin magazines.Sponsors include Geico, Dennis Kirk and Lucas Oil.Registration will begin at 9 a.m. and awards will go out at 4:30 p.m. on the main stage at Easyriders Saloon. Best of all, this show is open to the public and entrance is free!","","888 Junction Avenue","","Sturgis","SD","57785","","marketing@easyriderssaloon.com","http://easyriderssaloon.com","https://twitter.com/easyridersbarsd","https://www.facebook.com/sturgissaloonco","","360","","","Contestants are invited to enter the show for a chance at having their bike featured in one of the Easyriders magazines, and to meet the editors, win trophies and more. Additionally, the best-of-show bikes will be invited to the invitational show in Columbus, Ohio, in 2014. Registration will begin at 9 am and awards will go out at 4:30 pm on the main stage at Easyriders Saloon. Best of all, this show is open to the public and entrance is free!","2013-08-06","9 am","2013-08-06","4:30 pm","","","Easyriders Saloon","","",""
42835,"Bike Nights","","","","","Midwest","Century Harley Bike Night at Sonic","","2013-05-13 17:10:02","2013-05-13 17:10:02","publish","Century and Sonic in Brunswick have partnered to have a great bike night with $0.99 burgers and hot dogs! Live music will be provided! Ride over and enjoy a great night out. ","","3280 Center Rd","","Brunswick","OH","44212","","info@centuryhd.com","http://www.centuryhd.com","http://twitter.com/CenturyHarley","http://facebook.com/centuryhd","","360","","","Bike night, food, bikes, riding, fun.","2013-05-21","6 pm","2013-05-21","9 pm","Century Harley-Davidson","Century Harley-Davidson","Sonic Drive-In","","","330.721.1702"
42857,"Rallies &amp; Events","","","","","","Miner's Roadhouse Bar 140 Grand Opening","http://calendar.thunderpress.net/wp-content/uploads/2013/05/GrandOpeningFlyer-1368496040.jpg","2013-05-13 19:04:22","2013-05-13 19:04:22","publish","Grand opening celebration for the new Miner's Roadhouse 140 Bar located in Mariposa, California, on the corner of 140 and Highway 49 North.  Biker-friendly.  Music, six flat screen TVs, pool table and new outdoor patio venue.","","5159 State Highway 140","","Mariposa","CA","","","info@elportaldining.com","","","","","360","","","Grand opening celebration for the new Miner's Roadhouse 140 Bar located in Mariposa, California, on the corner of 140 and Highway 49 North.  Biker-friendly.  Music, six flat screen TVs, pool table and new outdoor patio venue.","2013-05-25","3 pm","2013-05-25","2 am","Ron Stapp","Miner's Roadhouse 140","Roadhouse Bar","","","209.769.7007"
42860,"Rallies &amp; Events","","","","","","Fryed Brothers Band Annual Bash in the Redwoods","http://calendar.thunderpress.net/wp-content/uploads/2013/05/ThefryedBrothersBandcolorandname-1368496222.jpg","2013-05-13 19:13:45","2013-05-13 19:13:45","publish","Three day camp out/music festival. Music by Fryed Brothers Band, Rogue, Savannah Blue, Chubbs Bros., Kent Stephenson and Steve ""Beatnik"" Werner. Vendors, bike games, 50/50, raffles, chili cook-off (send e-mail for instructions), general store, swimming pool, hot showers, flush toilets. Food and drink sold on site or bring your own. Admission: $60/advance or $70/gate. Admission price includes camping. RV camping available for additional cost. Call resort to reserve a space at 707.925.6249.","","75000 Highway 101 North","","Leggett","CA","95585","","barbfryed@yahoo.com","http://www.fryedbrothersband.com","","https://www.facebook.com/pages/The-Fryed-Brothers-Band/168860736483083?ref=ts&fref=ts","","360","","","Three day camp out/music festival. Music by Fryed Brothers Band, Rogue, Savannah Blue, Chubbs Bros., Kent Stephenson and Steve ""Beatnik"" Werner. Vendors, bike games, 50/50, raffles, chili cook-off (send e-mail for instructions), general store, swimming pool, hot showers, flush toilets. Food and drink sold on site or bring your own. Admission price includes camping. RV camping available for additional cost. Call resort to reserve a space at 707.925.6249.","2013-09-06","9 am","2013-09-09","2 pm","Barb Fryed","The Fryed Brothers Band","Redwood River Resort","","$60/advance or $70/gate. For advance tickets, call Barb Fryed at 707.824.4861 or e-mail barbfryed@yahoo.com. We accept all major credit cards. You can also mail in a check or money order to: Fryed Brothers Band, 420 Grundel Drive, Sebastopol, CA 95472","707.824.4861"
42919,"Rallies &amp; Events","","","","","","For the Hell of it Run","","2013-05-14 00:12:25","2013-05-14 00:12:25","publish","Barbecue and brew fest, 11 am to 4 pm, $15/person, great food, DJ, 50/50, raffle, vendors. For poker run arrive at Bernards Specialty Cycle 9–10 am, 1506 Railroad Ave., Oceano, CA Poker hands $5, free coffee/donuts. Portion of proceeds benefit Boys &amp; Girls Club.","","1506 Railroad Ave.","","Oceano","CA","","","","","","","","","","","Barbecue and brew fest,11 am to 4 pm, great food, DJ, 50/50, raffle, vendors. Poker hands $5, free coffee/donuts.","2013-07-13","9 am","2013-07-13","4 pm","Scott Wetmore","Gold Coast Wheelers MC","Bernards Specialty Cycle","Boys & Girls Club"," $15/person.","805.489.7001"
42922,"Rallies &amp; Events","","","","","","4th Annual Summer Run","","2013-05-14 00:19:24","2013-05-14 00:19:24","publish","Poker run, raffles, 50/50. Ride ends at Cook's Corner in Trabuco Canyon, California. All vehicles welcome.","","1650 E 6th St","","Corona","CA","","","d.marian@uaplumber78.com","http://www.uaplumber78.com","","","","","","","Poker run, raffles, 50/50. Ride ends at Cook's Corner in Trabuco Canyon, California. All vehicles welcome.","2013-07-27","9 am","2013-07-27","3 pm","Douglas Marian","Plumber’s Local 78 and Blue Shield of California","Racks Billiard & Bourbon",""," $25/riders, $15/passengers, $15/extra hands.","213.688.9090"
